Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,78.5699996948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.9400024414062,..,..,..,..,..,..,..,..,..,..,..,..,..,90.3600006103516,..,84.7799987792969,..,95.823239379743,89.0699996948242,93.5471293315427,..,..,..,..
Myanmar,MMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,21.7507495880127,20.4539394378662,20.0099697113037,21.2374591827393,21.4256401062012,22.5248794555664,24.1784496307373,25.0145397186279,24.8762493133545,24.6564102172852,24.9022808074951,25.7983493804932,25.7227306365967,26.9588298797607,21.2080993652344,23.5711708068848,25.6039505004883,25.8163299560547,27.0055809020996,30.4615497589111,..,..,..,35.3725395202637,39.3193206787109,40.303840637207,41.8484497070312,42.1795806884766,45.0282783508301,45.6932487487793,47.5437698364258,47.3708114624023,49.9790115356445,49.9621315002441,50.8663902282715,..,..,..,57.1178512573242,..,67.7588500976562,72.3457412719727,77.0191497802734,..,..,..,..,..,..
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,373.260373696999,384.509552028714,385.08552032014,402.385595931712,411.669266520237,405.226770259517,423.537122867473,420.872004532951,425.646571168568,434.782351604307,438.382478828439,446.08025306417,452.659756923731,453.839236883479,457.254334777705,473.444821021085,480.673358976087,497.371173735323,511.193509421294,521.323144726555,537.931946643983,552.077107138767,566.271140847632,584.448175174047,600.232323162952,620.560472822105,641.288922876274,655.672139362272,676.826252046427,702.656357081873,739.203718353409,779.419570444998,825.508229964537,866.45815762135,901.729626251937,943.66422864236,995.579947155662,1050.39140404066,1103.15695907123,1159.40753475981,1224.38647668165,1299.83091360792,1373.75363740186,1462.25050255713,1564.20802445636,1604.6659234742,1702.08028414189,1804.3493461776,1885.37733613545,1941.27874360025
Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,0.000751,0.00368,0.0362,0.0710394,0.129808,0.13992,0.163878,0.199036,0.241637,1,1.8,2.5,3.1,3.7,4.5,5,6.63,11.9,12.9,18.1,21.5,25.6,30.4,36.1091,38.9174,41.6165,44.5027,..
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,9.63451603110182,10.5513364356921,11.6027057458323,12.6997238964727,13.7534908225636,14.6751064590553,15.3936634620895,16.0067506349457,16.5856824227561,17.1288583407786,17.6403224651566,18.1241188720337,18.5842916375536,19.0248848378598,19.4499425490959,19.8635088474054,20.2666857869933,20.6483331421589,21.002845267132,21.3383159101032,21.661231550566,21.9780786680138,22.2953437419401,22.6195132518384,22.957073677202,23.3145114975244,23.6999214768623,24.1132383547332,24.5525557512625,25.0094809886101,25.4769540701509,25.9479149992596,26.415303779311,26.87206041368,27.3111249057412,27.7254372588696,28.1100162712427,28.4787972894576,28.8407036106763,29.1944442321013,29.5395099477892,29.8753915517965,30.2015798381799,30.5175656009959,30.8228396343012,31.1168927321524,31.3992156886061,31.673734726234,32.1578465036834,32.6783196323307
Bangladesh,BGD,"Population, total",SP.POP.TOTL,77854351,79855318,81867264,83889655,85935072,88016432,90303105,92814507,95335155,97814966,100253825,102635572,104959291,107216008,109433799,111633717,113787109,115952192,118132360,120343179,122600370,124862179,127198069,129622332,132108065,134544304,136805810,138933658,140970351,142902856,144715786,146405973,147989278,149474264,150873714,152201981,153591076,155070101,156532141,157964929,159383179,160811932,162186147,163523103,164913055,166298024,167658854,169384897,171466990,173562364
Bangladesh,BGD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,29.2299995422363,..,..,..,..,..,..,..,..,..,35.3199996948242,..,..,..,..,..,..,..,..,..,47.4900016784668,..,..,..,..,..,..,..,..,..,58.7700004577637,57.8600006103516,61.0200004577637,61.0900001525879,65.1399993896484,72.7600021362305,72.8899993896484,73.9100036621094,74.6800003051758,74.9100036621094,76.3600006103516,79,..,..
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,16.5570602416992,16.6743297576904,..,16.9423198699951,18.8754196166992,16.7868995666504,..,20.1548004150391,20.423620223999,19.8446998596191,19.3086490631104,19.5772895812988,19.4372291564941,19.3137493133545,19.8893508911133,..,..,..,..,..,..,..,41.9298782348633,45.0674591064453,46.7210006713867,48.4609718322754,49.6199493408203,49.5259017944336,46.3084297180176,45.1695098876953,45.7007904052734,46.4658813476562,44.5729598999023,48.1255798339844,49.5031106793162,49.7515496494472,51.6718482971191,55.6214332189314,..,59.4217414855957,64.1664546117285,62.3408639225315,65.2714888764112,65.1185413488915,66.4329548486639,66.8282318620991,67.0384586440383,65.9856598598849,64.2997191043961
Pakistan,PAK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,640.124357568775,652.838055213587,657.659383934214,688.190284180422,689.743593740588,729.775997454804,755.351886399493,775.040043703995,799.413201289567,813.98181157513,848.459508815423,865.38378020321,890.342222772156,926.557789336634,941.244309440788,950.884644833285,966.522495703734,1011.6250844611,1001.25854820003,1009.06429520182,1028.96592446155,1047.88663514614,1028.99804758369,1026.50033720969,1035.49888206288,1049.54229686852,1057.86767778646,1059.04171024589,1090.27523993746,1146.99632842666,1201.23359367214,1243.94142602543,1265.35567539842,1258.05188934452,1269.07432116444,1256.69482201323,1261.83161907857,1275.48806898966,1309.70080446386,1343.30778121043,1380.47020838317,1452.18658269177,1495.26187528032,1561.68169819559,1573.8330826937,1526.00597486307,1595.02792175422,1642.28066974826,1610.33122837537,1634.56735260799
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.000123,0.00299,0.0275,0.0439,0.0554,..,1.31855,2.57743,5.04116,6.16432,6.33233,6.5,6.8,7,7.5,8,8,8.1,9,10,11,12.3854,13.78,15.34,17.0709,18.9348,21.4107,24.2103,27.3759,..
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.3266097503112,26.6890303879083,27.0553105084198,27.4170952736025,27.7660298452131,28.0937593850085,28.3941608544266,28.6799902302499,28.9594375727595,29.2322435401049,29.498826604215,29.7596052370187,30.014997910445,30.2654230964229,30.5112992668812,30.753044893749,30.9910784489553,31.2258184044289,31.4576832320988,31.6870914038941,31.9144613917436,32.1402116675762,32.3647607033211,32.5871723893723,32.8015812487933,33.0046884491535,33.1988471664032,33.3857078542752,33.5669209665019,33.7441369568158,33.9190062789495,34.0931793866356,34.2683067336065,34.4460387735948,34.6280259603331,34.8159187475539,35.0113675889897,35.2160229383731,35.4315352494366,35.6595549759128,35.9017325715342,36.1597184900333,36.4351548223399,36.7478511550359,37.1091631735769,37.5080192948099,37.9333395514173,38.3740439760816,38.8191861872791,39.1734368360905
Pakistan,PAK,"Population, total",SP.POP.TOTL,69461175,71620254,73901827,76307379,78997039,82291010,85802049,89089246,92227711,95164936,98229285,101606764,105130717,108724739,112336629,116155576,120060406,123546848,127020117,130748083,134582253,138557092,142531804,146522356,150565377,154879127,159270907,163222549,167110248,171286000,175453212,179682690,184493231,189499113,194376534,199239047,203746065,207667125,211073978,214264647,217290883,220138869,223273967,226928892,230800899,235001746,239477801,243700667,247504495,251269164
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,25.7299995422363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.7000007629395,..,..,..,..,..,..,49.8699989318848,54.1500015258789,52.1399993896484,55.5299987792969,54.8899993896484,55.3800010681152,54.7400016784668,56.7599983215332,55.5900001525879,56.9799995422363,..,..,59.1300010681152,57.0099983215332,58,..,58.8600006103516,..,..,..
Pakistan,PAK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,16.4388103485107,16.3652591705322,16.4452304840088,16.4724197387695,15.2169599533081,15.6852598190308,15.715350151062,15.8989295959473,16.6970100402832,17.4552898406982,18.2515296936035,18.4025402069092,18.7234706878662,18.9704704284668,19.6272106170654,20.205810546875,23.091329574585,25.6504096984863,..,..,..,..,..,..,..,..,..,..,19.8385200500488,21.7634296417236,22.6038208007812,27.2463207244873,29.0634307861328,29.1768093109131,29.0589694976807,29.2962900661933,29.7271460529531,30.6300201416016,31.544819132504,32.6573427323505,34.6741466548496,35.8643246680809,35.3224248744451,37.1466063259079,38.7511552822907,..,40.2578898404389,40.4177656413012,42.2911451386891,48.2805022055997
Viet Nam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,595.491333343053,603.977495797078,607.58999788783,616.715148033271,635.398203948006,668.323172497837,687.860316254161,713.747210806804,759.910853953724,805.606443630458,861.122422555836,927.625512005765,998.924907248853,1064.77802859908,1110.1126773248,1148.04465210832,1212.19657794381,1273.8052690094,1340.51670460271,1418.74337471509,1510.94449049599,1609.96268313651,1699.67620343393,1788.9485028957,1856.00519883979,1927.13427057454,2027.58184375924,2132.90453762087,2224.11404253256,2320.08431444934,2439.28655744423,2577.56885340113,2715.57887431272,2868.13680013379,3048.28327602145,3241.07648966529,3303.16949807493,3358.21734764714,3617.66311465012,3775.46375555802,4017.74604111554
Viet Nam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,0.000135,0.00398,0.0131,0.129,0.254248,1.26565,1.855,3.78028,7.64241,12.7399,17.2546,20.7554,23.92,26.55,30.65,35.07,36.8,38.5,41,45,53,58.14,69.8479,68.6616,70.3,74.21,78.59,78.08,84.15
Viet Nam,VNM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.5500001907349,20.4269235007156,19.6402443802216,19.2447282689118,19.1884708733747,19.1594762135261,19.1354009405791,19.1141027989929,19.0956204231262,19.0799924473374,19.0672575059852,19.0574542334283,19.0506212640251,19.0467972321344,19.0530524987416,19.1735039651626,19.4396801924029,19.8252510026665,20.3057679487956,20.8567825836322,21.4538464600183,22.072511130796,22.6883281488073,23.2768490668943,23.8212278892522,24.3672526919772,24.9489362725143,25.5540925665659,26.1745407830283,26.8021001307977,27.4285898187702,28.0458290558422,28.6456370509099,29.2198330128693,29.7581347355675,30.2504027258526,30.6996041680996,31.1222779403029,31.5334201724543,31.9480269945454,32.3810945365679,32.8476189285136,33.3625963003742,33.9410227821412,34.6239134999511,35.5706676299742,36.6540656426603,37.5478515625,38.1298904418945,38.4900703430176
Viet Nam,VNM,"Population, total",SP.POP.TOTL,46482903,47684931,48954872,50249552,51378211,52490101,53738141,55011289,56337921,57706067,59060622,60347048,61584651,62843228,64147348,65504552,66891775,68260337,69586384,70854391,72049940,73156447,74226889,75299660,76287452,77154011,77969361,78772224,79563777,80338971,81088313,82167897,83633375,85175788,86460018,87455152,88468314,89510356,90573104,91679578,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192,100987686
Viet Nam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,83.8300018310547,..,..,..,..,..,..,..,..,..,87.5999984741211,..,..,..,..,..,..,..,..,..,90.2799987792969,90.1600036621094,..,..,..,..,..,..,..,..,93.5199966430664,..,..,..,..,..,..,..,..,..,95.75,..,..,96.129997253418,..,..
Viet Nam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,36.8905715942383,39.1832885742188,..,..,46.5264091491699,..,..,..,..,..,..,..,..,..,35.1179084777832,..,..,..,..,..,..,..,56.8839797973633,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.4548341262217,90.1583347107672,91.0725198149335,92.8377710790826,94.654621676317,93.1921389514105,92.7690209240401,93.4123434096522,..,..
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,380.159941374693,377.496025412265,395.443306821969,408.516944405283,378.219592785732,394.182239918298,408.153549798956,412.596737107488,432.429235395483,438.541705524351,450.966703866791,461.725611478711,469.209956302852,502.937342176693,521.073383845828,537.870269533789,531.898397841583,549.235069966802,563.372872328964,588.727892188017,620.699954330379,654.355928429641,667.598423095039,695.293709344799,742.53920839445,756.704109527449,778.507377528365,793.615912906381,841.278894571674,892.596614581612,947.732565646672,1008.23275343783,1069.24696813025,1086.50605251513,1155.10163274172,1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878,1965.30943437506,2098.2112447615,2270.9051808027,2396.94999213544
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0.000111,0.000218,0.00107,0.0262,0.0463,0.0708,0.139,0.273,0.527532,0.660146,1.53788,1.68649,1.97614,2.38807,2.8055,3.95,4.38,5.12,7.5,10.07,11.1,12.3,13.5,14.9,16.5,18.2,20.0813,29.5235,43.4054,..,55.9,..,..
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.4761700378174,21.9195869568118,22.3596195559694,22.7811754300159,23.169162173677,23.5084873816783,23.7875348455702,24.0306681216752,24.2539519859126,24.4606633455594,24.654828858249,24.8404751816147,25.0216289732896,25.2023168909072,25.3865655921008,25.5784017345035,25.7797610905819,25.9808576702657,26.1767814681192,26.3710188638872,26.5661772139368,26.7648638746349,26.9696862023486,27.1832515534447,27.4081672842903,27.6470407512523,27.9028652096636,28.1756878910456,28.4660287698,28.7726067228528,29.0945497159107,29.4309857146804,29.7810426848684,30.1438485921815,30.5185314023263,30.9042190810094,31.2746502853309,31.5898935604399,31.9096789235237,32.2288233408821,32.5472990022299,32.8650780972823,33.1821328157539,33.4984353473598,33.8139578818147,34.1286726088333,34.4425517181304,34.7555673994206,35.0676918424186,35.3788972368389
India,IND,"Population, total",SP.POP.TOTL,611309535,625861883,640801103,655728229,671155747,687354025,703696250,720313473,737372681,754875449,772647793,790689978,808931270,827342990,846039529,864972221,883927600,902957070,922118387,941163767,960301044,979678458,999133762,1018665080,1038225823,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1207930964,1225524753,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,40.7599983215332,..,..,..,..,..,..,..,..,..,48.2200012207031,..,..,..,..,..,..,..,..,..,61.0099983215332,..,..,..,..,62.75,..,..,..,68.3354718669705,69.3000030517578,69.8350587234791,..,..,..,..,..,73.6975430256976,74.9084268267486,75.5437727049002,76.0715766188242,76.3199996948242,81.6999969482422,..
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.1734390258789,46.8245811462402,48.8069381713867,51.4255714416504,53.247371673584,55.9314002990723,56.7859497070312,59.1478385925293,62.2119216918945,61.3603210449219,64.9475936889648,67.1251678466797,69.8089599609375,69.4771270751953,74.8887023925781,74.6113662719727,75.9372863769531,74.6743774414062,76.0025787353516,75.8716506958008,77.9766433254166,80.8355715539317,81.6558464317379,79.3250397483992,78.1058073224606
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2955.1963902217,3294.13497099216,3644.59385270464,3986.99777854343,4270.07298916474,4139.9606854608,4377.64026742067,4675.53053701243,5227.53893142287,5712.63984757483,6105.74268983951,6740.69941617276,7535.12660432782,8367.04656522944,8878.29655251462,9672.57845182894,10618.8431439122,11176.560685871,11837.4692053797,12817.2447824958,13924.3044000347,14894.3278834104,15682.2717905189,14800.5091573641,16402.9168341094,17763.1353417297,18460.4288193829,19775.3800655139,20278.0406421178,21244.8136800528,22123.7613066851,23162.1860111297,24391.7651013448,24934.5396367691,25009.9148311999,26623.0487122927,27393.455357272,27944.0564190045,28732.711152033,29470.6732991655,30171.7906545222,31005.4072876388,31979.9027302467,32852.8887488942,33496.3113815643,33215.9298928108,34792.9397214598,35809.0138105144,36347.7036392553,37048.4264001496
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0233,0.0461,0.0984,0.25,0.311,0.82,1.62,3.6,6.78,23.6,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.7591,84.07,84.77,87.5568,89.8963,92.843,95.0694,96.0229,96.1576,96.5051,97.5713,97.1686,97.416,97.8956
"Korea, Rep.",KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.9673969434303,49.5736556126164,51.3027034426193,53.0955799830981,54.8987778188484,56.6554425515705,58.3339941411302,59.950566865243,61.5442686216481,63.149438472478,64.7952808591987,66.5771098057876,68.5628466782553,70.5877839860655,72.4660369649545,73.9851161168568,75.1606018983188,76.1960694185519,77.1082857281795,77.8585649228147,78.400437187912,78.7508147919442,78.9918025094803,79.1812369650495,79.3623394908518,79.579960745642,79.8787704357425,80.2766294544335,80.707793508044,81.104386778171,81.3901352283669,81.566462110512,81.712125801927,81.8350833138518,81.9245045084002,81.9685075986486,81.9615408086376,81.9087898200378,81.8269383502703,81.7315682816954,81.639489860678,81.5559241797057,81.471030429984,81.3823523035196,81.2901063535619,81.1759595622913,81.1616526507785,81.1624941626873,81.1645551720421,81.1682528469686
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,51751065
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.9700012207031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.0937805175781,97.6082382202148,97.2662963867188,96.9660186767578,96.9991989135742,97.2146224975586,96.7785415649414,96.7113800048828,96.3489303588867,96.8854293823242,97.2930603027344,97.5294189453125,97.3674163818359,97.8287506103516,98.5806732177734,98.5931930541992,98.7179565429688,99.105583190918,99.3186569213867,98.3813018798828,97.0888214111328,98.0692291259766,97.8181304931641,96.2983932495117,..
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1587.49928255808,1683.65998853926,1730.59409726768,1772.22820167607,1822.1450227022,1867.56862352125,1881.81520256172,1898.13930580212,1878.60173410166,1696.57673822151,1537.66555840437,1551.40892775445,1576.97337027736,1638.03682404026,1696.00236347127,1704.07568899121,1656.38349704781,1624.34939806129,1620.35505833942,1654.74613902838,1693.80873081644,1752.23800104559,1800.25913137613,1746.52590513282,1759.42105225652,1793.34761146436,1807.70892524758,1837.25429286854,1892.82161995051,1978.34489133113,2037.8776605946,2110.42044781284,2209.34651083329,2264.9462907288,2256.72554835463,2373.14312064664,2416.75212064542,2533.74141964959,2654.41506933978,2776.92005909479,2909.85818010301,3076.3374186759,3247.4503878362,3410.93647976109,3575.88170922922,3198.66690008413,3350.97587587776,3577.70136573244,3744.69763802928,3925.3048697218
